student_id,technical_skills,soft_skills,project_titles
4544,"Excel, Java, DSA","Teamwork, Adaptability, Leadership","ETL Tool, Attendance Tracker, Inventory System"
4545,"C++, Python, JavaScript","Teamwork, Communication, Problem Solving","Inventory System, Chatbot, Analytics Dashboard"
4546,"Java, Python, JavaScript","Teamwork, Time Management, Adaptability","Automation Bot, Placement Portal, ETL Tool"
4547,"Python, AWS, JavaScript","Communication, Time Management, Teamwork","Inventory System, Analytics Dashboard, Chatbot"
4548,"Java, React, JavaScript","Communication, Leadership, Problem Solving","Attendance Tracker, Automation Bot, Analytics Dashboard"
4549,"JavaScript, Java, AWS","Adaptability, Time Management, Problem Solving","Data Pipeline, ETL Tool, Attendance Tracker"
4550,"Java, Pandas, Excel","Time Management, Teamwork, Communication","Automation Bot, Recommendation Engine, Analytics Dashboard"
4551,"Excel, Python, Pandas","Time Management, Teamwork, Problem Solving","Automation Bot, Student CRM, Recommendation Engine"
4552,"React, JavaScript, Docker","Time Management, Problem Solving, Teamwork","Inventory System, Student CRM, ETL Tool"
4553,"C++, Python, React","Time Management, Communication, Problem Solving","ETL Tool, Student CRM, Chatbot"
4554,"Node.js, AWS, Java","Adaptability, Time Management, Communication","Chatbot, Placement Portal, Student CRM"
4555,"Docker, C++, Excel","Problem Solving, Teamwork, Leadership","ETL Tool, Analytics Dashboard, Automation Bot"
4556,"Java, Node.js, C++","Adaptability, Teamwork, Leadership","Chatbot, Attendance Tracker, Analytics Dashboard"
4557,"Excel, DSA, Python","Teamwork, Leadership, Communication","Student CRM, Inventory System, Data Pipeline"
4558,"Pandas, DSA, Docker","Adaptability, Problem Solving, Time Management","ETL Tool, Automation Bot, Analytics Dashboard"
4559,"Pandas, SQL, Node.js","Adaptability, Teamwork, Time Management","Chatbot, Data Pipeline, Automation Bot"
4560,"React, C++, Docker","Communication, Problem Solving, Leadership","Student CRM, Analytics Dashboard, Inventory System"
4561,"React, Docker, Pandas","Time Management, Teamwork, Problem Solving","Student CRM, ETL Tool, Inventory System"
4562,"AWS, DSA, Pandas","Teamwork, Time Management, Leadership","Recommendation Engine, Inventory System, Placement Portal"
4563,"JavaScript, Node.js, React","Teamwork, Problem Solving, Time Management","Analytics Dashboard, Student CRM, ETL Tool"
4564,"React, Node.js, JavaScript","Adaptability, Leadership, Time Management","Student CRM, Attendance Tracker, Chatbot"
4565,"Python, Node.js, SQL","Adaptability, Problem Solving, Time Management","Data Pipeline, ETL Tool, Chatbot"
4566,"JavaScript, Excel, AWS","Problem Solving, Adaptability, Time Management","Chatbot, Placement Portal, Automation Bot"
4567,"React, Node.js, JavaScript","Adaptability, Communication, Problem Solving","Data Pipeline, Analytics Dashboard, ETL Tool"
4568,"Java, Excel, Node.js","Communication, Teamwork, Leadership","Data Pipeline, Inventory System, Attendance Tracker"
4569,"JavaScript, Python, SQL","Problem Solving, Communication, Teamwork","Attendance Tracker, Inventory System, Data Pipeline"
4570,"Python, SQL, AWS","Time Management, Teamwork, Leadership","Placement Portal, Automation Bot, Attendance Tracker"
4571,"Python, JavaScript, Excel","Communication, Leadership, Adaptability","Data Pipeline, Automation Bot, Chatbot"
4572,"Python, C++, Pandas","Adaptability, Problem Solving, Teamwork","Analytics Dashboard, Placement Portal, Automation Bot"
4573,"Node.js, Excel, JavaScript","Adaptability, Leadership, Time Management","Analytics Dashboard, Attendance Tracker, Chatbot"
4574,"Java, Docker, SQL","Problem Solving, Communication, Leadership","Automation Bot, Inventory System, Recommendation Engine"
4575,"Pandas, Java, JavaScript","Teamwork, Adaptability, Time Management","Data Pipeline, Attendance Tracker, Recommendation Engine"
4576,"Excel, Pandas, C++","Time Management, Teamwork, Problem Solving","Student CRM, Automation Bot, Inventory System"
4577,"Docker, Excel, Node.js","Adaptability, Problem Solving, Teamwork","Student CRM, Attendance Tracker, ETL Tool"
4578,"React, SQL, DSA","Leadership, Adaptability, Time Management","ETL Tool, Chatbot, Placement Portal"
4579,"DSA, React, Pandas","Time Management, Leadership, Problem Solving","ETL Tool, Recommendation Engine, Attendance Tracker"
4580,"DSA, AWS, Java","Teamwork, Communication, Leadership","Inventory System, Data Pipeline, Analytics Dashboard"
4581,"Python, SQL, React","Leadership, Problem Solving, Communication","ETL Tool, Chatbot, Inventory System"
4582,"JavaScript, Java, AWS","Problem Solving, Teamwork, Communication","Chatbot, Data Pipeline, Student CRM"
4583,"DSA, JavaScript, SQL","Time Management, Teamwork, Adaptability","Chatbot, Data Pipeline, Student CRM"
4584,"React, DSA, Pandas","Teamwork, Problem Solving, Adaptability","Data Pipeline, Attendance Tracker, Recommendation Engine"
4585,"JavaScript, React, SQL","Leadership, Adaptability, Problem Solving","Chatbot, ETL Tool, Recommendation Engine"
4586,"Python, JavaScript, Excel","Leadership, Problem Solving, Time Management","Inventory System, Automation Bot, Student CRM"
4587,"Excel, SQL, Java","Adaptability, Leadership, Time Management","Automation Bot, Analytics Dashboard, Student CRM"
4588,"Pandas, C++, DSA","Communication, Leadership, Adaptability","Inventory System, ETL Tool, Attendance Tracker"
4589,"SQL, Node.js, C++","Communication, Teamwork, Adaptability","Placement Portal, Chatbot, Student CRM"
4590,"AWS, Docker, DSA","Adaptability, Problem Solving, Teamwork","Inventory System, Student CRM, Chatbot"
4591,"AWS, SQL, Java","Adaptability, Leadership, Problem Solving","Inventory System, Analytics Dashboard, Student CRM"
4592,"DSA, Python, JavaScript","Communication, Teamwork, Problem Solving","ETL Tool, Automation Bot, Analytics Dashboard"
4593,"C++, JavaScript, DSA","Communication, Adaptability, Leadership","Inventory System, ETL Tool, Placement Portal"
4594,"C++, Pandas, React","Time Management, Problem Solving, Communication","Chatbot, ETL Tool, Data Pipeline"
4595,"Excel, JavaScript, AWS","Problem Solving, Adaptability, Teamwork","Chatbot, Analytics Dashboard, Automation Bot"
4596,"Python, JavaScript, Docker","Problem Solving, Teamwork, Adaptability","Recommendation Engine, Student CRM, Attendance Tracker"
4597,"Pandas, C++, Java","Adaptability, Time Management, Problem Solving","Attendance Tracker, Placement Portal, Data Pipeline"
4598,"Pandas, Node.js, Java","Problem Solving, Teamwork, Time Management","Automation Bot, Data Pipeline, Student CRM"
4599,"JavaScript, React, Java","Time Management, Adaptability, Teamwork","ETL Tool, Placement Portal, Analytics Dashboard"
4600,"Pandas, Docker, AWS","Problem Solving, Time Management, Teamwork","ETL Tool, Data Pipeline, Placement Portal"
4601,"Java, Docker, Pandas","Teamwork, Adaptability, Time Management","ETL Tool, Recommendation Engine, Automation Bot"
4602,"Pandas, C++, Docker","Leadership, Teamwork, Communication","Attendance Tracker, Chatbot, Student CRM"
4603,"Excel, JavaScript, Pandas","Leadership, Communication, Time Management","ETL Tool, Inventory System, Student CRM"
4604,"SQL, C++, Java","Communication, Adaptability, Time Management","Analytics Dashboard, Student CRM, Chatbot"
4605,"Docker, Pandas, Node.js","Problem Solving, Leadership, Teamwork","Inventory System, ETL Tool, Placement Portal"
4606,"Python, JavaScript, Java","Leadership, Communication, Teamwork","Analytics Dashboard, ETL Tool, Inventory System"
4607,"AWS, JavaScript, React","Communication, Teamwork, Leadership","Placement Portal, Recommendation Engine, Inventory System"
4608,"JavaScript, Java, C++","Leadership, Adaptability, Time Management","Chatbot, Data Pipeline, Attendance Tracker"
4609,"Python, JavaScript, Excel","Communication, Adaptability, Leadership","Chatbot, Automation Bot, ETL Tool"
4610,"SQL, Docker, C++","Teamwork, Problem Solving, Time Management","Data Pipeline, Attendance Tracker, Inventory System"
4611,"Node.js, JavaScript, DSA","Communication, Problem Solving, Leadership","Attendance Tracker, Placement Portal, Recommendation Engine"
4612,"DSA, Excel, C++","Teamwork, Communication, Problem Solving","Recommendation Engine, Student CRM, Inventory System"
4613,"Node.js, Excel, Docker","Time Management, Teamwork, Problem Solving","Automation Bot, Attendance Tracker, ETL Tool"
4614,"Pandas, DSA, Docker","Adaptability, Teamwork, Time Management","Placement Portal, Data Pipeline, Attendance Tracker"
4615,"Java, C++, Pandas","Communication, Time Management, Problem Solving","Automation Bot, Chatbot, ETL Tool"
4616,"Python, DSA, JavaScript","Leadership, Time Management, Adaptability","Automation Bot, Inventory System, Analytics Dashboard"
4617,"DSA, JavaScript, SQL","Time Management, Communication, Leadership","Attendance Tracker, Data Pipeline, Inventory System"
4618,"DSA, AWS, Pandas","Adaptability, Leadership, Problem Solving","Placement Portal, ETL Tool, Recommendation Engine"
4619,"AWS, Node.js, SQL","Communication, Problem Solving, Time Management","Chatbot, Placement Portal, Analytics Dashboard"
4620,"C++, SQL, Docker","Problem Solving, Communication, Time Management","Automation Bot, Placement Portal, Inventory System"
4621,"Python, Docker, React","Leadership, Time Management, Teamwork","ETL Tool, Attendance Tracker, Recommendation Engine"
4622,"Excel, JavaScript, SQL","Leadership, Time Management, Teamwork","Data Pipeline, Student CRM, Recommendation Engine"
4623,"C++, SQL, AWS","Adaptability, Time Management, Leadership","Data Pipeline, Recommendation Engine, Placement Portal"
4624,"C++, JavaScript, Python","Teamwork, Time Management, Adaptability","ETL Tool, Placement Portal, Recommendation Engine"
4625,"Excel, JavaScript, Pandas","Problem Solving, Communication, Adaptability","Automation Bot, Student CRM, Data Pipeline"
4626,"Node.js, SQL, Java","Leadership, Problem Solving, Time Management","Chatbot, ETL Tool, Automation Bot"
4627,"DSA, SQL, C++","Teamwork, Leadership, Adaptability","Recommendation Engine, Automation Bot, Attendance Tracker"
4628,"SQL, Excel, Node.js","Leadership, Communication, Time Management","ETL Tool, Attendance Tracker, Data Pipeline"
4629,"DSA, C++, Node.js","Adaptability, Teamwork, Leadership","Recommendation Engine, ETL Tool, Student CRM"
4630,"Python, React, Pandas","Problem Solving, Time Management, Communication","ETL Tool, Attendance Tracker, Placement Portal"
4631,"C++, Java, Excel","Adaptability, Communication, Leadership","Data Pipeline, Student CRM, Analytics Dashboard"
4632,"Docker, AWS, SQL","Leadership, Teamwork, Time Management","Chatbot, Recommendation Engine, Automation Bot"
4633,"Node.js, C++, AWS","Communication, Teamwork, Problem Solving","Analytics Dashboard, ETL Tool, Attendance Tracker"
4634,"AWS, JavaScript, Docker","Teamwork, Leadership, Adaptability","Data Pipeline, ETL Tool, Recommendation Engine"
4635,"React, Python, Java","Time Management, Leadership, Communication","Attendance Tracker, Chatbot, Recommendation Engine"
4636,"React, SQL, Node.js","Problem Solving, Teamwork, Time Management","Recommendation Engine, Student CRM, Attendance Tracker"
4637,"Excel, Pandas, Java","Problem Solving, Time Management, Teamwork","Inventory System, Recommendation Engine, Automation Bot"
4638,"Excel, Pandas, C++","Problem Solving, Teamwork, Leadership","Attendance Tracker, Student CRM, Placement Portal"
4639,"React, Python, C++","Adaptability, Problem Solving, Time Management","Data Pipeline, Student CRM, ETL Tool"
4640,"Java, SQL, React","Communication, Problem Solving, Teamwork","Automation Bot, Attendance Tracker, Student CRM"
4641,"JavaScript, Python, Pandas","Teamwork, Communication, Time Management","Inventory System, Chatbot, Attendance Tracker"
4642,"AWS, React, Node.js","Teamwork, Leadership, Time Management","Recommendation Engine, Data Pipeline, Placement Portal"
4643,"AWS, Java, Node.js","Problem Solving, Teamwork, Leadership","Recommendation Engine, Attendance Tracker, Automation Bot"
4644,"React, DSA, SQL","Teamwork, Communication, Leadership","Analytics Dashboard, Inventory System, Recommendation Engine"
4645,"JavaScript, Node.js, Pandas","Problem Solving, Communication, Leadership","Data Pipeline, Inventory System, Student CRM"
4646,"Python, Node.js, Java","Communication, Leadership, Time Management","Chatbot, Attendance Tracker, Inventory System"
4647,"SQL, AWS, JavaScript","Adaptability, Communication, Teamwork","Data Pipeline, Chatbot, ETL Tool"
4648,"Java, Pandas, Docker","Time Management, Adaptability, Communication","Chatbot, Analytics Dashboard, Inventory System"
4649,"Java, Node.js, Pandas","Teamwork, Time Management, Adaptability","Automation Bot, ETL Tool, Attendance Tracker"
4650,"Node.js, Pandas, Python","Communication, Problem Solving, Leadership","Attendance Tracker, Data Pipeline, Student CRM"
4651,"Pandas, AWS, Node.js","Time Management, Adaptability, Communication","Attendance Tracker, ETL Tool, Data Pipeline"
4652,"Pandas, DSA, Node.js","Teamwork, Communication, Adaptability","Inventory System, Automation Bot, Chatbot"
4653,"Docker, React, SQL","Leadership, Problem Solving, Communication","Data Pipeline, Placement Portal, ETL Tool"
4654,"Docker, Excel, SQL","Adaptability, Leadership, Teamwork","Inventory System, Automation Bot, ETL Tool"
4655,"C++, Docker, DSA","Adaptability, Problem Solving, Time Management","Attendance Tracker, Student CRM, Inventory System"
4656,"Docker, Python, JavaScript","Time Management, Teamwork, Problem Solving","Student CRM, Chatbot, Attendance Tracker"
4657,"C++, React, Node.js","Time Management, Communication, Leadership","Attendance Tracker, Student CRM, ETL Tool"
4658,"JavaScript, SQL, Node.js","Time Management, Problem Solving, Teamwork","Recommendation Engine, Chatbot, ETL Tool"
4659,"Node.js, Docker, AWS","Time Management, Problem Solving, Teamwork","ETL Tool, Data Pipeline, Student CRM"
4660,"Node.js, SQL, DSA","Problem Solving, Leadership, Teamwork","ETL Tool, Attendance Tracker, Placement Portal"
4661,"Pandas, Excel, DSA","Teamwork, Communication, Time Management","Automation Bot, Inventory System, Analytics Dashboard"
4662,"AWS, Docker, JavaScript","Adaptability, Communication, Problem Solving","Chatbot, Student CRM, Automation Bot"
4663,"Python, DSA, Java","Leadership, Time Management, Teamwork","Analytics Dashboard, Data Pipeline, Student CRM"
4664,"C++, AWS, Node.js","Adaptability, Teamwork, Leadership","Student CRM, Attendance Tracker, ETL Tool"
4665,"JavaScript, AWS, React","Leadership, Adaptability, Problem Solving","Placement Portal, Student CRM, Automation Bot"
4666,"Java, AWS, JavaScript","Teamwork, Communication, Leadership","Data Pipeline, Analytics Dashboard, Inventory System"
4667,"AWS, DSA, JavaScript","Leadership, Adaptability, Communication","Data Pipeline, Recommendation Engine, Placement Portal"
4668,"Node.js, Pandas, JavaScript","Adaptability, Teamwork, Communication","Attendance Tracker, Automation Bot, Student CRM"
4669,"React, Pandas, C++","Problem Solving, Leadership, Adaptability","Automation Bot, Student CRM, Data Pipeline"
4670,"Python, Pandas, AWS","Teamwork, Time Management, Adaptability","Recommendation Engine, Automation Bot, Chatbot"
4671,"Docker, JavaScript, Pandas","Problem Solving, Adaptability, Leadership","Chatbot, Recommendation Engine, Data Pipeline"
4672,"C++, DSA, React","Time Management, Leadership, Problem Solving","Student CRM, Placement Portal, Inventory System"
4673,"C++, SQL, Pandas","Communication, Adaptability, Time Management","Attendance Tracker, Automation Bot, Inventory System"
4674,"C++, Java, SQL","Leadership, Teamwork, Time Management","Automation Bot, Inventory System, ETL Tool"
4675,"JavaScript, Docker, React","Problem Solving, Adaptability, Communication","Student CRM, Placement Portal, Recommendation Engine"
4676,"Python, Java, AWS","Adaptability, Leadership, Communication","Automation Bot, ETL Tool, Inventory System"
4677,"Python, Excel, DSA","Leadership, Teamwork, Adaptability","Inventory System, Chatbot, Student CRM"
4678,"Java, C++, React","Leadership, Communication, Time Management","Inventory System, Automation Bot, Chatbot"
4679,"C++, Python, DSA","Communication, Teamwork, Time Management","Inventory System, Attendance Tracker, Student CRM"
4680,"Python, C++, DSA","Problem Solving, Leadership, Adaptability","Recommendation Engine, ETL Tool, Inventory System"
4681,"Python, DSA, Java","Problem Solving, Adaptability, Leadership","Analytics Dashboard, Data Pipeline, Attendance Tracker"
4682,"C++, Excel, SQL","Problem Solving, Time Management, Adaptability","Recommendation Engine, Attendance Tracker, Automation Bot"
4683,"Docker, Excel, SQL","Teamwork, Problem Solving, Time Management","Attendance Tracker, ETL Tool, Data Pipeline"
4684,"Pandas, JavaScript, Java","Leadership, Teamwork, Time Management","Automation Bot, Inventory System, ETL Tool"
4685,"Excel, AWS, Docker","Communication, Time Management, Adaptability","Placement Portal, Automation Bot, Attendance Tracker"
4686,"C++, Python, React","Problem Solving, Adaptability, Leadership","ETL Tool, Recommendation Engine, Inventory System"
4687,"Pandas, Docker, Java","Leadership, Teamwork, Adaptability","Student CRM, Inventory System, Chatbot"
4688,"Pandas, Java, AWS","Leadership, Time Management, Teamwork","Data Pipeline, Recommendation Engine, Analytics Dashboard"
4689,"Excel, Pandas, SQL","Leadership, Time Management, Communication","Recommendation Engine, Placement Portal, Analytics Dashboard"
4690,"DSA, Excel, AWS","Leadership, Time Management, Communication","Attendance Tracker, Data Pipeline, Recommendation Engine"
4691,"Node.js, JavaScript, Excel","Time Management, Adaptability, Communication","ETL Tool, Analytics Dashboard, Recommendation Engine"
4692,"Excel, Node.js, Docker","Problem Solving, Adaptability, Communication","ETL Tool, Inventory System, Recommendation Engine"
4693,"DSA, C++, Node.js","Communication, Problem Solving, Time Management","Chatbot, Placement Portal, Analytics Dashboard"
4694,"AWS, DSA, Excel","Adaptability, Teamwork, Communication","Inventory System, ETL Tool, Placement Portal"
4695,"Python, Java, SQL","Adaptability, Time Management, Leadership","Analytics Dashboard, Chatbot, Data Pipeline"
4696,"SQL, JavaScript, C++","Problem Solving, Teamwork, Adaptability","Data Pipeline, Recommendation Engine, Placement Portal"
4697,"Pandas, C++, Node.js","Leadership, Teamwork, Time Management","Attendance Tracker, Inventory System, Analytics Dashboard"
4698,"DSA, Python, Node.js","Time Management, Teamwork, Adaptability","ETL Tool, Placement Portal, Recommendation Engine"
4699,"Pandas, C++, React","Leadership, Communication, Teamwork","Student CRM, Data Pipeline, Recommendation Engine"
4700,"Python, Pandas, C++","Communication, Leadership, Teamwork","ETL Tool, Attendance Tracker, Student CRM"
4701,"C++, Excel, React","Leadership, Problem Solving, Communication","Recommendation Engine, Automation Bot, Student CRM"
4702,"SQL, C++, Docker","Time Management, Teamwork, Problem Solving","Data Pipeline, Chatbot, ETL Tool"
4703,"JavaScript, Python, Pandas","Time Management, Communication, Leadership","Placement Portal, Data Pipeline, Inventory System"
4704,"DSA, JavaScript, Node.js","Adaptability, Communication, Time Management","Student CRM, Data Pipeline, ETL Tool"
4705,"JavaScript, Excel, C++","Leadership, Adaptability, Time Management","Data Pipeline, Automation Bot, Analytics Dashboard"
4706,"Excel, C++, Node.js","Time Management, Adaptability, Teamwork","Automation Bot, Attendance Tracker, ETL Tool"
4707,"Pandas, SQL, Python","Time Management, Problem Solving, Teamwork","Recommendation Engine, Chatbot, Inventory System"
4708,"Python, AWS, JavaScript","Problem Solving, Adaptability, Communication","Student CRM, Data Pipeline, Placement Portal"
4709,"Java, SQL, AWS","Leadership, Adaptability, Time Management","Recommendation Engine, Automation Bot, Attendance Tracker"
4710,"AWS, C++, DSA","Time Management, Communication, Problem Solving","Automation Bot, ETL Tool, Inventory System"
4711,"Node.js, Python, Java","Adaptability, Communication, Problem Solving","ETL Tool, Attendance Tracker, Chatbot"
4712,"Python, Pandas, Docker","Adaptability, Time Management, Communication","Placement Portal, Recommendation Engine, Automation Bot"
4713,"Java, Pandas, C++","Problem Solving, Leadership, Adaptability","Placement Portal, Chatbot, Recommendation Engine"
4714,"JavaScript, Pandas, SQL","Teamwork, Adaptability, Time Management","ETL Tool, Inventory System, Recommendation Engine"
4715,"Node.js, SQL, Docker","Problem Solving, Teamwork, Time Management","Data Pipeline, Automation Bot, Student CRM"
4716,"Java, SQL, AWS","Adaptability, Time Management, Leadership","ETL Tool, Placement Portal, Data Pipeline"
4717,"Python, Pandas, Java","Problem Solving, Communication, Leadership","Automation Bot, ETL Tool, Data Pipeline"
4718,"AWS, JavaScript, Docker","Communication, Adaptability, Problem Solving","ETL Tool, Inventory System, Automation Bot"
4719,"DSA, JavaScript, Pandas","Leadership, Time Management, Communication","Placement Portal, Automation Bot, Data Pipeline"
4720,"React, AWS, Java","Teamwork, Leadership, Time Management","Student CRM, Inventory System, ETL Tool"
4721,"SQL, Node.js, Excel","Problem Solving, Teamwork, Adaptability","Data Pipeline, Analytics Dashboard, Attendance Tracker"
4722,"AWS, DSA, Node.js","Problem Solving, Leadership, Adaptability","ETL Tool, Data Pipeline, Inventory System"
4723,"React, DSA, JavaScript","Problem Solving, Communication, Adaptability","Automation Bot, Inventory System, Recommendation Engine"
4724,"Docker, React, Pandas","Adaptability, Time Management, Problem Solving","Chatbot, Analytics Dashboard, Attendance Tracker"
4725,"Pandas, Excel, JavaScript","Teamwork, Adaptability, Problem Solving","Analytics Dashboard, Student CRM, Attendance Tracker"
4726,"JavaScript, Node.js, C++","Problem Solving, Teamwork, Time Management","ETL Tool, Automation Bot, Placement Portal"
4727,"Node.js, Python, SQL","Leadership, Problem Solving, Communication","Inventory System, Placement Portal, Data Pipeline"
4728,"Excel, Node.js, DSA","Leadership, Teamwork, Time Management","Automation Bot, Analytics Dashboard, Inventory System"
4729,"Node.js, Excel, Pandas","Time Management, Leadership, Problem Solving","Recommendation Engine, Analytics Dashboard, Data Pipeline"
4730,"Pandas, Docker, Python","Teamwork, Problem Solving, Adaptability","Placement Portal, Recommendation Engine, Data Pipeline"
4731,"Docker, React, JavaScript","Problem Solving, Leadership, Teamwork","Recommendation Engine, Data Pipeline, Automation Bot"
4732,"C++, Excel, Node.js","Teamwork, Time Management, Adaptability","Inventory System, Chatbot, Analytics Dashboard"
4733,"SQL, Docker, AWS","Time Management, Teamwork, Leadership","Placement Portal, Analytics Dashboard, Inventory System"
4734,"C++, DSA, React","Communication, Teamwork, Problem Solving","Automation Bot, Inventory System, Placement Portal"
4735,"React, JavaScript, Node.js","Teamwork, Problem Solving, Communication","Analytics Dashboard, Inventory System, Placement Portal"
4736,"AWS, SQL, Node.js","Communication, Adaptability, Leadership","Data Pipeline, Placement Portal, Inventory System"
4737,"Java, SQL, Docker","Adaptability, Teamwork, Problem Solving","Student CRM, Analytics Dashboard, Automation Bot"
4738,"Excel, Pandas, Docker","Communication, Leadership, Problem Solving","Placement Portal, ETL Tool, Automation Bot"
4739,"C++, Pandas, Java","Teamwork, Leadership, Time Management","Chatbot, Analytics Dashboard, Data Pipeline"
4740,"C++, JavaScript, Pandas","Time Management, Adaptability, Leadership","Attendance Tracker, Analytics Dashboard, Data Pipeline"
4741,"JavaScript, Excel, C++","Leadership, Problem Solving, Time Management","Chatbot, Automation Bot, ETL Tool"
4742,"Excel, Pandas, JavaScript","Problem Solving, Leadership, Time Management","ETL Tool, Data Pipeline, Automation Bot"
4743,"Java, React, SQL","Teamwork, Adaptability, Leadership","Placement Portal, Data Pipeline, ETL Tool"
4744,"Python, Docker, SQL","Communication, Teamwork, Adaptability","Analytics Dashboard, Data Pipeline, Placement Portal"
4745,"Node.js, AWS, Pandas","Time Management, Leadership, Problem Solving","Inventory System, Analytics Dashboard, Data Pipeline"
4746,"JavaScript, Excel, React","Time Management, Leadership, Teamwork","Chatbot, Placement Portal, Recommendation Engine"
4747,"Excel, JavaScript, Java","Communication, Time Management, Problem Solving","Automation Bot, Attendance Tracker, Student CRM"
4748,"C++, AWS, Docker","Leadership, Problem Solving, Adaptability","Placement Portal, Inventory System, Analytics Dashboard"
4749,"AWS, DSA, C++","Adaptability, Problem Solving, Leadership","Automation Bot, Recommendation Engine, ETL Tool"
4750,"Pandas, Docker, Node.js","Communication, Time Management, Teamwork","Student CRM, Attendance Tracker, Placement Portal"
4751,"Pandas, C++, Node.js","Communication, Teamwork, Time Management","Placement Portal, Attendance Tracker, Data Pipeline"
4752,"AWS, Java, DSA","Time Management, Leadership, Problem Solving","Chatbot, Placement Portal, ETL Tool"
4753,"React, SQL, Python","Problem Solving, Adaptability, Communication","ETL Tool, Attendance Tracker, Automation Bot"
4754,"Excel, React, Docker","Leadership, Communication, Teamwork","Analytics Dashboard, ETL Tool, Automation Bot"
4755,"React, Pandas, Excel","Problem Solving, Communication, Adaptability","Attendance Tracker, ETL Tool, Automation Bot"
4756,"SQL, Pandas, Docker","Leadership, Problem Solving, Time Management","Chatbot, Analytics Dashboard, Attendance Tracker"
4757,"AWS, Python, JavaScript","Time Management, Communication, Problem Solving","ETL Tool, Analytics Dashboard, Recommendation Engine"
4758,"DSA, C++, SQL","Leadership, Communication, Time Management","Student CRM, Analytics Dashboard, Automation Bot"
4759,"C++, Excel, SQL","Leadership, Communication, Adaptability","Data Pipeline, Chatbot, Student CRM"
4760,"JavaScript, Excel, React","Problem Solving, Leadership, Adaptability","Automation Bot, Chatbot, Recommendation Engine"
4761,"Node.js, AWS, Python","Time Management, Adaptability, Communication","Chatbot, Inventory System, Analytics Dashboard"
4762,"Node.js, C++, Excel","Adaptability, Communication, Teamwork","Chatbot, Attendance Tracker, Analytics Dashboard"
4763,"React, Node.js, Docker","Communication, Time Management, Teamwork","Automation Bot, Placement Portal, Inventory System"
4764,"React, Excel, SQL","Communication, Time Management, Problem Solving","Analytics Dashboard, Inventory System, Recommendation Engine"
4765,"Python, React, Excel","Time Management, Leadership, Adaptability","Analytics Dashboard, Automation Bot, Data Pipeline"
4766,"React, JavaScript, Node.js","Time Management, Problem Solving, Communication","Student CRM, ETL Tool, Placement Portal"
4767,"JavaScript, DSA, Pandas","Time Management, Leadership, Problem Solving","Analytics Dashboard, Data Pipeline, Attendance Tracker"
4768,"DSA, Pandas, React","Problem Solving, Communication, Teamwork","Recommendation Engine, Data Pipeline, Placement Portal"
4769,"Python, Node.js, JavaScript","Adaptability, Teamwork, Communication","Analytics Dashboard, Recommendation Engine, Student CRM"
4770,"Excel, SQL, Java","Adaptability, Problem Solving, Leadership","Recommendation Engine, Inventory System, ETL Tool"
4771,"Excel, JavaScript, AWS","Leadership, Communication, Adaptability","Attendance Tracker, Inventory System, Chatbot"
4772,"AWS, JavaScript, Java","Teamwork, Problem Solving, Time Management","Recommendation Engine, Inventory System, Attendance Tracker"
4773,"Excel, AWS, Docker","Adaptability, Problem Solving, Communication","Placement Portal, Attendance Tracker, ETL Tool"
4774,"JavaScript, Excel, Java","Leadership, Teamwork, Time Management","Inventory System, ETL Tool, Placement Portal"
4775,"DSA, Pandas, AWS","Leadership, Communication, Problem Solving","Student CRM, ETL Tool, Recommendation Engine"
4776,"React, Java, Pandas","Time Management, Communication, Leadership","Analytics Dashboard, ETL Tool, Inventory System"
4777,"DSA, Java, Pandas","Leadership, Teamwork, Time Management","ETL Tool, Recommendation Engine, Inventory System"
4778,"Excel, DSA, AWS","Time Management, Communication, Teamwork","Student CRM, Automation Bot, Placement Portal"
4779,"Node.js, Docker, C++","Problem Solving, Communication, Teamwork","Student CRM, Inventory System, Data Pipeline"
4780,"C++, Pandas, Excel","Time Management, Adaptability, Problem Solving","Chatbot, ETL Tool, Placement Portal"
4781,"Java, Node.js, SQL","Teamwork, Adaptability, Problem Solving","Chatbot, Data Pipeline, Inventory System"
4782,"AWS, DSA, Python","Time Management, Adaptability, Teamwork","Data Pipeline, Placement Portal, Recommendation Engine"
4783,"React, Java, AWS","Leadership, Time Management, Communication","Chatbot, Recommendation Engine, ETL Tool"
4784,"DSA, Pandas, Java","Time Management, Communication, Adaptability","ETL Tool, Chatbot, Data Pipeline"
4785,"Excel, Python, SQL","Teamwork, Leadership, Adaptability","Analytics Dashboard, Attendance Tracker, Inventory System"
4786,"JavaScript, AWS, SQL","Adaptability, Problem Solving, Time Management","Placement Portal, ETL Tool, Chatbot"
4787,"Docker, JavaScript, Pandas","Time Management, Problem Solving, Teamwork","Inventory System, ETL Tool, Chatbot"
4788,"AWS, JavaScript, C++","Leadership, Communication, Time Management","Attendance Tracker, Chatbot, Analytics Dashboard"
4789,"Java, Docker, Excel","Teamwork, Time Management, Adaptability","Chatbot, Recommendation Engine, Analytics Dashboard"
4790,"DSA, Excel, Docker","Time Management, Teamwork, Adaptability","Recommendation Engine, Analytics Dashboard, Attendance Tracker"
4791,"DSA, SQL, Python","Problem Solving, Time Management, Communication","Placement Portal, ETL Tool, Attendance Tracker"
4792,"Node.js, SQL, AWS","Teamwork, Problem Solving, Adaptability","Automation Bot, Placement Portal, Recommendation Engine"
